Site_ID,adipose tissue,adrenal gland,blood,bone,bone marrow,brain,breast,cartilage,colon,esophagus,fallopian tube,kidney,liver,lung,muscle,nasopharynx,nose,pancreas,placenta,prostate,skin,spleen,stomach,testis,thyroid gland,tongue,urinary bladder
93125,0.93,0.92,0.92,0.86,0.91,0.93,0.91,0.93,0.92,0.9,0.93,0.92,0.88,0.92,0.9,0.94,0.93,0.91,0.86,0.93,0.92,0.89,0.93,0.72,0.93,0.91,0.92
93853,0.96,0.98,0.98,0.96,0.97,0.98,0.97,0.97,0.98,0.96,0.98,0.97,0.98,0.97,0.97,0.97,0.98,0.91,0.4,0.98,0.98,0.94,0.97,0.84,0.98,0.95,0.97
93962,0.92,0.95,0.96,0.94,0.97,0.87,0.93,0.92,0.95,0.96,0.91,0.95,0.97,0.97,0.58,0.96,0.82,0.96,0.93,0.94,0.94,0.96,0.97,0.89,0.94,0.93,0.96
94590,0.95,0.95,0.88,0.93,0.9,0.93,0.94,0.75,0.97,0.95,0.97,0.96,0.97,0.97,0.89,0.93,0.95,0.96,0.56,0.95,0.96,0.96,0.98,0.76,0.96,0.95,0.96
94826,0.92,0.87,0.92,0.92,0.91,0.94,0.93,0.85,0.88,0.94,0.94,0.87,0.92,0.92,0.94,0.94,0.96,0.91,0.34,0.93,0.93,0.94,0.93,0.92,0.95,0.94,0.87
94914,0.94,0.97,0.96,0.96,0.96,0.97,0.94,0.92,0.96,0.94,0.96,0.95,0.96,0.96,0.93,0.95,0.96,0.95,0.78,0.92,0.96,0.94,0.96,0.77,0.95,0.94,0.93
95454,0.98,0.97,0.97,0.98,0.97,0.96,0.98,0.98,0.98,0.97,0.99,0.96,0.97,0.98,0.97,0.97,0.98,0.97,0.57,0.95,0.97,0.98,0.98,0.78,0.98,0.97,0.98
95512,0.92,0.94,0.89,0.92,0.85,0.92,0.9,0.88,0.92,0.85,0.94,0.94,0.88,0.92,0.93,0.89,0.87,0.81,0.47,0.89,0.91,0.91,0.91,0.76,0.91,0.85,0.9
95831,0.96,0.95,0.94,0.96,0.94,0.96,0.94,0.96,0.95,0.94,0.94,0.96,0.94,0.95,0.96,0.81,0.94,0.95,0.71,0.95,0.95,0.96,0.95,0.82,0.95,0.92,0.94
95856,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.96,0.97,0.98,0.91,0.87,0.99,0.99,0.97,0.68,0.98,0.98,0.98,0.99,0.79,0.99,0.96,0.99
95908,0.94,0.94,0.94,0.95,0.93,0.96,0.94,0.94,0.95,0.93,0.9,0.94,0.92,0.94,0.93,0.97,0.95,0.92,0.81,0.92,0.95,0.91,0.95,0.79,0.93,0.94,0.93
96253,0.99,0.99,0.99,1,0.99,0.95,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,1,0.99,0.99,0.96,0.99,0.99,1,0.82,1,0.99,0.99
96611,0.95,0.98,0.98,0.97,0.97,0.97,0.98,0.81,0.98,0.97,0.98,0.97,0.98,0.98,0.9,0.98,0.98,0.98,0.96,0.97,0.98,0.97,0.98,0.96,0.96,0.96,0.98
96959,0.91,0.9,0.92,0.88,0.94,0.88,0.89,0.92,0.92,0.9,0.89,0.9,0.9,0.9,0.88,0.94,0.93,0.9,0.38,0.91,0.92,0.88,0.91,0.79,0.91,0.9,0.89
97192,0.95,0.97,0.96,0.95,0.95,0.93,0.92,0.96,0.96,0.95,0.92,0.96,0.96,0.97,0.94,0.96,0.92,0.96,0.94,0.96,0.94,0.96,0.96,0.81,0.95,0.95,0.96
97280,0.95,0.92,0.95,0.94,0.94,0.94,0.95,0.95,0.96,0.95,0.95,0.95,0.95,0.96,0.95,0.96,0.96,0.95,0.94,0.94,0.95,0.94,0.96,0.83,0.96,0.95,0.96
98196,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.57,0.99,0.99,0.96,0.99,0.85,0.99,0.99,0.99
99399,0.97,0.98,0.97,0.98,0.98,0.93,0.97,0.98,0.96,0.97,0.89,0.96,0.97,0.96,0.97,0.98,0.98,0.97,0.94,0.95,0.98,0.97,0.96,0.93,0.97,0.98,0.95
99534,0.96,0.97,0.96,0.97,0.96,0.98,0.96,0.96,0.97,0.97,0.97,0.96,0.96,0.97,0.96,0.97,0.98,0.96,0.97,0.96,0.97,0.94,0.97,0.81,0.97,0.95,0.96
99607,0.9,0.88,0.9,0.83,0.88,0.92,0.89,0.92,0.91,0.91,0.96,0.93,0.92,0.9,0.9,0.89,0.92,0.93,0.37,0.93,0.92,0.78,0.92,0.72,0.94,0.9,0.88
99733,0.95,0.98,0.97,0.98,0.97,0.95,0.94,0.98,0.98,0.97,0.99,0.97,0.93,0.94,0.95,0.98,0.99,0.98,0.59,0.96,0.98,0.96,0.99,0.8,0.97,0.94,0.96
99787,0.94,0.93,0.98,0.95,0.96,0.93,0.93,0.92,0.97,0.95,0.96,0.94,0.94,0.96,0.9,0.96,0.95,0.92,0.82,0.97,0.93,0.95,0.94,0.75,0.93,0.96,0.97
100152,0.92,0.93,0.92,0.88,0.92,0.91,0.92,0.93,0.91,0.92,0.84,0.93,0.92,0.94,0.92,0.92,0.89,0.92,0.52,0.9,0.91,0.92,0.92,0.78,0.93,0.92,0.92
100154,0.97,0.97,0.94,0.96,0.92,0.77,0.97,0.97,0.96,0.93,0.95,0.97,0.89,0.95,0.96,0.88,0.71,0.98,0.74,0.97,0.97,0.93,0.96,0.69,0.82,0.91,0.94
100406,0.96,0.98,0.97,0.98,0.98,0.98,0.96,0.96,0.97,0.94,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.93,0.96,0.97,0.97,0.97,0.82,0.97,0.94,0.96
100415,0.94,0.97,0.92,0.9,0.94,0.93,0.93,0.95,0.93,0.94,0.85,0.95,0.95,0.95,0.94,0.95,0.87,0.94,0.91,0.9,0.92,0.91,0.93,0.72,0.93,0.94,0.95
100933,0.94,0.92,0.98,0.96,0.95,0.96,0.95,0.97,0.98,0.96,0.96,0.95,0.97,0.94,0.9,0.98,0.99,0.94,0.98,0.98,0.98,0.88,0.98,0.8,0.97,0.97,0.97
101309,0.94,0.95,0.96,0.97,0.96,0.94,0.95,0.88,0.97,0.95,0.95,0.89,0.96,0.97,0.56,0.97,0.96,0.95,0.79,0.95,0.97,0.93,0.97,0.88,0.96,0.92,0.94
101320,0.87,0.87,0.92,0.87,0.92,0.82,0.83,0.88,0.89,0.89,0.83,0.88,0.84,0.89,0.85,0.89,0.86,0.83,0.58,0.88,0.89,0.84,0.87,0.73,0.87,0.89,0.87
101377,0.91,0.92,0.95,0.94,0.94,0.95,0.91,0.92,0.93,0.92,0.94,0.93,0.93,0.93,0.9,0.93,0.95,0.88,0.85,0.94,0.93,0.88,0.94,0.78,0.94,0.9,0.92
101447,0.9,0.93,0.96,0.9,0.94,0.94,0.91,0.89,0.94,0.93,0.93,0.92,0.93,0.93,0.89,0.94,0.94,0.9,0.86,0.91,0.93,0.89,0.94,0.78,0.95,0.92,0.91
101551,0.95,0.91,0.98,0.98,0.97,0.76,0.94,0.96,0.93,0.94,0.88,0.91,0.97,0.95,0.92,0.98,0.98,0.96,0.92,0.94,0.92,0.98,0.96,0.9,0.96,0.91,0.95
101656,0.9,0.93,0.92,0.87,0.91,0.9,0.92,0.92,0.92,0.91,0.91,0.92,0.91,0.94,0.9,0.94,0.93,0.9,0.35,0.92,0.91,0.85,0.93,0.65,0.93,0.93,0.9
102414,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.98,0.8,0.98,0.99,0.97,0.99,0.97,0.99,1,0.99,0.99,0.56,0.99,0.98,0.98,0.99,0.92,0.99,0.98,0.99
102710,0.96,0.98,0.97,0.97,0.98,0.97,0.96,0.97,0.96,0.97,0.91,0.97,0.97,0.98,0.96,0.98,0.97,0.96,0.78,0.96,0.97,0.97,0.97,0.78,0.97,0.97,0.97
103532,0.96,0.96,0.95,0.96,0.95,0.95,0.95,0.95,0.95,0.94,0.89,0.95,0.95,0.96,0.94,0.96,0.95,0.95,0.95,0.94,0.95,0.94,0.96,0.74,0.95,0.94,0.95
104159,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.97,0.98,0.99,0.98,0.97,0.98,0.97,0.98,0.98,0.96,0.97,0.98,0.98,0.81,0.99,0.98,0.98
104729,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.98,0.96,0.98,0.97,0.98,0.79,0.99,0.99,0.99
104874,0.96,0.97,0.96,0.97,0.97,0.37,0.95,0.95,0.95,0.95,0.92,0.95,0.96,0.97,0.96,0.97,0.96,0.96,0.95,0.94,0.96,0.94,0.96,0.77,0.95,0.93,0.96
105748,0.94,0.96,0.96,0.97,0.97,0.96,0.95,0.95,0.97,0.95,0.96,0.95,0.96,0.95,0.94,0.97,0.95,0.95,0.75,0.95,0.96,0.92,0.96,0.78,0.94,0.96,0.95
105768,0.98,0.99,0.98,0.99,0.99,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.83,0.97,0.99,0.98,0.99,0.89,0.98,0.98,0.98
105986,0.96,0.93,0.94,0.96,0.96,0.9,0.97,0.95,0.97,0.95,0.93,0.96,0.96,0.96,0.95,0.97,0.95,0.95,0.93,0.94,0.96,0.95,0.96,0.72,0.95,0.98,0.95
105994,0.86,0.97,0.96,0.95,0.95,0.96,0.86,0.96,0.97,0.96,0.95,0.96,0.96,0.96,0.94,0.98,0.97,0.97,0.42,0.97,0.93,0.96,0.98,0.76,0.93,0.95,0.95
106403,0.96,0.97,0.96,0.96,0.95,0.4,0.96,0.97,0.96,0.95,0.75,0.96,0.96,0.97,0.97,0.96,0.97,0.96,0.71,0.95,0.97,0.95,0.96,0.83,0.96,0.93,0.95
106521,0.97,0.98,0.96,0.96,0.97,0.95,0.96,0.96,0.97,0.96,0.95,0.97,0.96,0.98,0.97,0.97,0.96,0.95,0.37,0.97,0.96,0.97,0.97,0.76,0.96,0.94,0.96
107080,0.96,0.97,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.96,0.94,0.98,0.99,0.99,0.99,0.96,0.99,0.98,0.99,0.98,0.98,0.95,0.99,0.96,0.98
107671,0.96,0.94,0.96,0.97,0.95,0.46,0.96,0.94,0.96,0.95,0.96,0.95,0.96,0.96,0.95,0.97,0.97,0.94,0.92,0.93,0.96,0.96,0.96,0.85,0.95,0.94,0.94
108384,0.98,0.98,0.97,0.97,0.98,0.96,0.97,0.97,0.98,0.96,0.95,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.97,0.97,0.97,0.91,0.98,0.8,0.97,0.97,0.97
108855,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.97,0.98,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.96,0.74,0.95,0.98,0.97,0.98,0.84,0.98,0.97,0.97
109183,0.05,0.06,0.05,0.05,0.04,0.07,0.05,0.05,0.04,0.05,0.03,0.05,0.06,0.04,0.27,0.04,0.04,0.05,0.12,0.06,0.05,0.07,0.04,0.03,0.05,0.1,0.04
109370,0.9,0.92,0.96,0.93,0.94,0.86,0.92,0.76,0.9,0.92,0.93,0.84,0.94,0.96,0.79,0.96,0.94,0.88,0.9,0.88,0.93,0.91,0.94,0.73,0.96,0.91,0.85
109609,0.95,0.97,0.94,0.95,0.93,0.95,0.94,0.95,0.96,0.94,0.95,0.94,0.95,0.96,0.94,0.96,0.96,0.95,0.92,0.95,0.96,0.92,0.96,0.76,0.95,0.93,0.95
109826,0.99,0.99,0.98,0.97,0.96,0.96,0.99,0.98,0.99,0.98,1,0.98,0.98,0.99,0.98,1,0.99,0.99,0.73,0.98,0.99,0.98,0.99,0.74,0.99,0.99,0.98
110137,0.94,0.96,0.96,0.96,0.95,0.93,0.91,0.91,0.96,0.94,0.95,0.96,0.43,0.96,0.9,0.96,0.91,0.94,0.93,0.91,0.95,0.96,0.97,0.91,0.97,0.95,0.94
110540,0.96,0.95,0.96,0.95,0.96,0.59,0.96,0.94,0.97,0.95,0.97,0.93,0.96,0.97,0.86,0.95,0.91,0.96,0.95,0.95,0.95,0.94,0.97,0.83,0.97,0.92,0.95
110613,0.96,0.95,0.96,0.94,0.95,0.97,0.96,0.95,0.97,0.96,0.98,0.96,0.95,0.97,0.96,0.98,0.98,0.97,0.47,0.95,0.97,0.96,0.98,0.74,0.97,0.97,0.97
112044,0.99,0.99,0.98,0.99,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.4,0.98,0.99,0.99,0.99,0.83,0.99,0.97,0.99
112209,0.02,0.02,0.02,0.04,0.04,0.03,0.02,0.04,0.03,0.05,0.06,0.06,0.06,0.06,0.57,0.05,0.01,0.04,0.02,0.03,0.02,0.04,0.05,0.02,0.02,0.11,0.03
112474,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,1,0.99,0.99,0.89,0.99,0.99,0.99,0.99,0.8,0.99,0.99,0.99
112577,0.97,0.98,0.95,0.96,0.95,0.85,0.96,0.96,0.96,0.96,0.97,0.96,0.97,0.96,0.96,0.95,0.93,0.97,0.94,0.97,0.97,0.94,0.97,0.78,0.97,0.94,0.96
113131,0.95,0.97,0.95,0.97,0.95,0.96,0.95,0.95,0.97,0.96,0.97,0.95,0.96,0.97,0.95,0.97,0.96,0.96,0.94,0.93,0.96,0.94,0.97,0.74,0.95,0.95,0.95
113245,0.95,0.93,0.95,0,0.97,0.91,0.96,0.96,0.97,0.95,0.95,0.93,0.96,0.96,0.81,0,0,0.96,0.92,0.96,0.95,0,0,0.97,0.96,0.97,0.95
113442,0.95,0.96,0.92,0.94,0.91,0.96,0.93,0.95,0.94,0.92,0.95,0.93,0.94,0.93,0.95,0.88,0.95,0.94,0.94,0.91,0.95,0.89,0.94,0.75,0.93,0.91,0.92
113493,0.98,0.97,0.98,0.99,0.98,0.96,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,1,0.98,0.98,0.98,0.99,0.98,0.99,0.99,0.85,0.99,0.99,0.99
113597,0.95,0.97,0.98,0.99,0.99,0.93,0.96,0.97,0.98,0.94,0.97,0.97,0.97,0.98,0.95,0.99,0.96,0.97,0.67,0.96,0.95,0.98,0.98,0.78,0.92,0.94,0.97
113802,0.02,0.05,0.03,0.03,0.02,0.06,0.02,0.02,0.03,0.03,0.02,0.02,0.47,0.03,0.09,0.06,0.03,0.03,0.01,0.02,0.02,0.04,0.04,0.1,0.02,0.04,0.03
114222,0.94,0.97,0.87,0.95,0.92,0.95,0.95,0.95,0.96,0.91,0.98,0.93,0.94,0.92,0.93,0,0.95,0.93,0.84,0.91,0.94,0.87,0.95,0.79,0.95,0.93,0.92
114225,0.96,0.98,0.96,0.97,0.94,0.97,0.95,0.96,0.97,0.96,0.96,0.97,0.97,0.97,0.95,0.97,0.97,0.97,0.77,0.96,0.97,0.96,0.98,0.86,0.97,0.93,0.95
114273,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.98,0.98,0.96,0.99,0.98,0.97,0.9,0.98,0.98,0.99,0.98,0.72,0.97,0.99,0.98,0.98,0.92,0.46,0.97,0.97
114338,0.96,0.95,0.96,0.94,0.95,0.95,0.96,0.96,0.96,0.95,0.94,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.89,0.96,0.95,0.92,0.96,0.76,0.96,0.95,0.96
114626,0.96,0.98,0.96,0.97,0.97,0.97,0.96,0.96,0.98,0.97,0.97,0.96,0.97,0.98,0.96,0.98,0.98,0.97,0.96,0.97,0.98,0.96,0.98,0.82,0.97,0.96,0.97
114807,0.96,0.98,0.96,0.97,0.95,0.97,0.95,0.96,0.97,0.95,0.93,0.95,0.96,0.97,0.96,0.97,0.96,0.96,0.61,0.95,0.96,0.96,0.97,0.78,0.96,0.95,0.95
115037,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.79,0.96,0.98,0.98,0.99,0.86,0.99,0.99,0.99
115461,0.96,0.98,0.96,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.96,0.96,0.97,0.98,0.96,0.98,0.98,0.97,0.97,0.96,0.97,0.96,0.98,0.79,0.97,0.97,0.96
115572,0.98,0.95,0.97,0.98,0.97,0.98,0.97,0.94,0.98,0.96,0.98,0.94,0.95,0.98,0.98,0.98,0.98,0.97,0.62,0.96,0.96,0.97,0.98,0.92,0.97,0.96,0.96
116091,0.97,0.98,0.98,0.98,0.96,0.98,0.98,0.96,0.98,0.98,0.99,0.97,0.98,0.92,0.97,0.99,0.98,0.98,0.97,0.98,0.98,0.97,0.98,0.78,0.98,0.98,0.98
116169,0.98,0.98,0.98,0.98,0.97,0.91,0.97,0.98,0.98,0.97,0.98,0.97,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.99,0.73,0.98,0.98,0.98
116541,0.95,0.98,0.98,0.98,0.97,0.96,0.97,0.78,0.97,0.94,0.98,0.96,0.97,0.98,0.96,0.93,0.87,0.97,0.98,0.94,0.95,0.96,0.96,0.92,0.97,0.94,0.96
116615,0.97,0.97,0.98,0.98,0.97,0.95,0.97,0.97,0.98,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.96,0.97,0.97,0.98,0.81,0.98,0.98,0.97
116632,0.94,0.95,0.92,0.93,0.91,0.96,0.94,0.95,0.93,0.91,0.95,0.94,0.92,0.94,0.95,0.89,0.94,0.93,0.92,0.93,0.94,0.91,0.92,0.81,0.94,0.89,0.91
116703,0.01,0.02,0.03,0.02,0.03,0.09,0.02,0.01,0.02,0.01,0.01,0.04,0.12,0.02,0.01,0.05,0.01,0.02,0.03,0.03,0.01,0.05,0.02,0.23,0.07,0.03,0.03
117197,0.98,0.98,0.98,0.98,0.96,0.99,0.98,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.69,0.95,0.98,0.97,0.98,0.8,0.99,0.97,0.98
117639,0.99,0.99,0.98,0.98,0.97,0.98,0.99,0.99,0.99,0.98,0.95,0.99,0.98,0.99,0.99,0.99,0.99,0.96,0.78,0.99,0.99,0.98,0.99,0.83,0.99,0.98,0.98
117668,0.94,0.96,0.96,0.93,0.96,0.94,0.93,0.95,0.96,0.95,0.96,0.95,0.96,0.97,0.92,0.97,0.96,0.95,0.93,0.96,0.96,0.92,0.96,0.75,0.95,0.96,0.96
117676,0.97,0.97,0.97,0.98,0.98,0.97,0.97,0.98,0.97,0.98,0.94,0.92,0.98,0.97,0.96,0,0.98,0.98,0.96,0.92,0.97,0,0.98,0.92,0.92,0.98,0.98
117979,0.96,0.97,0.96,0.97,0.95,0.97,0.96,0.95,0.97,0.95,0.97,0.96,0.97,0.97,0.94,0.96,0.96,0.97,0.91,0.94,0.96,0.94,0.97,0.78,0.97,0.93,0.96
118450,0.94,0.96,0.97,0.96,0.95,0.96,0.96,0.92,0.96,0.96,0.98,0.97,0.96,0.96,0.96,0.96,0.98,0.95,0.92,0.95,0.96,0.94,0.96,0.77,0.98,0.94,0.95
119222,0.95,0.98,0.95,0.96,0.95,0.96,0.86,0.95,0.97,0.96,0.97,0.94,0.96,0.97,0.95,0.96,0.96,0.96,0.95,0.93,0.95,0.92,0.97,0.64,0.95,0.95,0.94
119329,0.01,0.16,0.01,0.01,0.01,0.85,0.01,0.02,0.01,0.02,0.02,0.03,0.04,0.01,0.05,0.01,0.01,0.11,0.02,0.05,0.01,0.01,0.02,0.16,0.08,0.04,0.03
119576,0.96,0.95,0.94,0.92,0.93,0.96,0.96,0.93,0.95,0.94,0.95,0.96,0.96,0.95,0.96,0.95,0.96,0.94,0.92,0.95,0.96,0.93,0.95,0.71,0.96,0.94,0.95
120122,0.84,0.88,0.82,0.91,0.85,0.7,0.85,0.85,0.92,0.85,0.88,0.82,0.84,0.86,0.84,0.91,0.87,0.86,0.24,0.85,0.88,0.85,0.92,0.7,0.84,0.82,0.86
121075,0.96,0.98,0.96,0.97,0.96,0.96,0.95,0.96,0.97,0.96,0.94,0.95,0.96,0.97,0.96,0.98,0.97,0.97,0.9,0.96,0.97,0.91,0.98,0.78,0.95,0.94,0.96
121487,0.99,0.99,0.99,0.98,0.97,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.8,0.99,0.99,0.99
121536,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.98,0.99,0.97,0.99,0.99,0.98,0.97,0.95,0.98,0.98,0.99,0.83,0.99,0.98,0.98
121779,0.96,0.98,0.96,0.98,0.96,0.93,0.94,0.94,0.97,0.94,0.97,0.96,0.97,0.97,0.92,0.98,0.98,0.98,0.95,0.97,0.97,0.98,0.98,0.8,0.98,0.96,0.97
121808,0.97,0.97,0.96,0.95,0.96,0.96,0.97,0.98,0.94,0.96,0.98,0.97,0.96,0.97,0.96,0.96,0.97,0.98,0.26,0.98,0.97,0.95,0.97,0.88,0.97,0.93,0.95
121835,0.03,0.05,0.05,0.07,0.03,0.87,0.02,0.02,0.03,0.02,0,0.1,0.12,0.04,0.05,0.02,0.02,0.03,0.02,0.06,0.06,0.01,0.03,0.08,0.1,0.02,0
121904,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.83,0.99,0.98,0.98
122508,0.96,0.97,0.96,0.97,0.97,0.96,0.96,0.95,0.97,0.96,0.97,0.96,0.97,0.97,0.95,0.97,0.96,0.96,0.95,0.96,0.96,0.96,0.97,0.86,0.96,0.96,0.96
123344,0.86,0.9,0.9,0.88,0.9,0.89,0.91,0.89,0.92,0.86,0.91,0.88,0.88,0.9,0.87,0.93,0.93,0.87,0.87,0.89,0.91,0.89,0.88,0.87,0.92,0.91,0.9
123605,0.04,0.04,0.07,0.1,0.05,0.04,0.04,0.03,0.07,0.06,0.05,0.05,0.55,0.11,0.03,0.13,0.07,0.06,0.03,0.07,0.05,0.12,0.08,0.06,0.04,0.11,0.08
124050,0.86,0.94,0.91,0.89,0.92,0.94,0.91,0.83,0.93,0.91,0.89,0.95,0.95,0.95,0.54,0.94,0.93,0.94,0.93,0.91,0.93,0.92,0.93,0.87,0.92,0.88,0.95
124191,0.96,0.98,0.97,0.96,0.97,0.97,0.97,0.97,0.97,0.97,0.93,0.97,0.97,0.97,0.96,0.98,0.96,0.97,0.96,0.97,0.96,0.97,0.98,0.72,0.97,0.98,0.98
124301,0.92,0.93,0.92,0.93,0.93,0.92,0.93,0.93,0.93,0.93,0.9,0.92,0.94,0.93,0.93,0.93,0.92,0.92,0.92,0.93,0.92,0.92,0.94,0.74,0.94,0.94,0.93
124313,0.96,0.96,0.96,0.97,0.96,0.96,0.96,0.96,0.97,0.96,0.96,0.96,0.97,0.97,0.93,0.97,0.96,0.96,0.96,0.97,0.96,0.95,0.97,0.82,0.97,0.97,0.96
124481,0.96,0.96,0.98,0.99,0.98,0.95,0.96,0.93,0.98,0.96,0.98,0.96,0.98,0.98,0.96,0.98,0.97,0.97,0.97,0.95,0.97,0.97,0.98,0.82,0.97,0.96,0.96
124739,0.96,0.98,0.98,0.97,0.96,0.95,0.89,0.95,0.93,0.94,0.94,0.94,0.97,0.97,0.93,0.97,0.95,0.96,0.78,0.91,0.94,0.96,0.96,0.79,0.96,0.91,0.96
124960,0.95,0.95,0.94,0.94,0.93,0.98,0.96,0.97,0.97,0.96,0.98,0.97,0.94,0.97,0.96,0.96,0.93,0.97,0.97,0.98,0.94,0.95,0.98,0.79,0.97,0.96,0.97
125133,0.98,0.98,0.96,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.98,0.98,0.97,0.97,0.97,0.98,0.97,0.98,0.85,0.97,0.97,0.97
125699,0.94,0.94,0.94,0.89,0.94,0.93,0.93,0.95,0.92,0.94,0.85,0.96,0.95,0.95,0.94,0.94,0.88,0.94,0.85,0.93,0.92,0.94,0.93,0.75,0.94,0.97,0.95
126036,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.99,0.97,0.98,0.99,0.98,0.98,0.99,0.98,0.99,0.99,0.99,0.81,0.99,0.99,0.98,0.99,0.93,0.99,0.96,0.98
126283,0.98,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.97,0.98,0.97,0.98,0.99,0.99,0.98,0.99,0.97,0.96,0.98,0.99,0.98,0.96,0.85,0.99,0.98,0.98
126324,0.98,0.98,0.98,0.98,0.98,0.96,0.97,0.97,0.99,0.97,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.96,0.98,0.98,0.97,0.99,0.83,0.97,0.98,0.97
126445,0.98,0.99,0.98,0.99,0.98,0.98,0.97,0.97,0.98,0.98,0.97,0.97,0.98,0.98,0.97,0.99,0.99,0.98,0.88,0.95,0.98,0.97,0.99,0.83,0.98,0.97,0.98
126456,0.93,0.92,0.94,0.89,0.93,0.92,0.91,0.92,0.93,0.91,0.91,0.91,0.92,0.92,0.91,0.93,0.94,0.92,0.89,0.93,0.93,0.89,0.94,0.78,0.93,0.88,0.92
126513,0.97,0.98,0.98,0.98,0.97,0.96,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.93,0.97,0.98,0.97,0.82,0.97,0.98,0.96,0.98,0.8,0.97,0.97,0.97
126925,0.94,0.95,0.94,0.97,0.93,0.95,0.93,0.95,0.95,0.92,0.95,0.94,0.94,0.94,0.94,0.95,0.95,0.9,0.39,0.94,0.95,0.9,0.94,0.66,0.95,0.94,0.9
126994,0.98,0.98,0.98,0.97,0.98,0.95,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0,0.99,0.98,0.93,0.99,0.98,0,0.98,0.59,0.99,0.99,0.99
127200,0.91,0.92,0.98,0.96,0.96,0.84,0.81,0.8,0.98,0.95,0.97,0.83,0.98,0.97,0.91,0.98,0.98,0.92,0.94,0.95,0.93,0.96,0.97,0.91,0.93,0.94,0.95
127841,0.96,0.97,0.95,0.97,0.95,0.97,0.95,0.96,0.97,0.96,0.97,0.96,0.97,0.97,0.96,0.98,0.96,0.94,0.86,0.96,0.97,0.94,0.98,0.85,0.97,0.95,0.95
127865,0.92,0.93,0.94,0.87,0.92,0.9,0.93,0.94,0.96,0.95,0.92,0.94,0.93,0.94,0.92,0.96,0.95,0.92,0.59,0.91,0.94,0.92,0.94,0.73,0.92,0.96,0.95
128012,0.84,0.94,0.92,0.99,0.93,0.9,0.86,0.93,0.91,0.9,0.95,0.93,0.91,0.93,0.78,0,0.94,0.88,0.86,0.94,0.91,0.87,0.92,0.88,0.91,0.91,0.89
128123,0.97,0.97,0.98,0.97,0.98,0.97,0.97,0.98,0.97,0.97,0.95,0.97,0.98,0.98,0.97,0.98,0.97,0.98,0.97,0.96,0.97,0.97,0.98,0.8,0.98,0.98,0.98
128754,0.96,0.95,0.94,0.95,0.95,0.96,0.95,0.96,0.96,0.94,0.95,0.95,0.94,0.97,0.96,0.95,0.95,0.95,0.94,0.96,0.95,0.95,0.97,0.82,0.96,0.95,0.96
128812,0.94,0.95,0.96,0.97,0.96,0.92,0.96,0.95,0.95,0.94,0.97,0.96,0.95,0.96,0.91,0.97,0.96,0.95,0.96,0.96,0.96,0.92,0.96,0.78,0.96,0.96,0.94
