Site_ID,adipose tissue,adrenal gland,arteries,breast,colon,esophagus,heart,liver,lung,muscle,ovary,pancreas,Peyer's patch,prostate,skin,spinal nerves,spleen,stomach,testis,thyroid gland,uterus,vagina
137077,0.92,0.95,0.95,0.95,0.94,0.95,0.96,0.93,0.94,0.94,0.97,0.96,0.96,0.96,0.94,0.95,0.95,0.95,0.65,0.96,0.96,0.93
137419,0.96,0.97,0.97,0.98,0.98,0.96,0.98,0.97,0.98,0.96,0.97,0.97,0.96,0.98,0.98,0.96,0.95,0.98,0.72,0.97,0.98,0.97
137482,0.92,0.95,0.94,0.94,0.94,0.93,0.96,0.94,0.96,0.93,0.92,0.95,0.93,0.97,0.96,0.94,0.94,0.96,0.64,0.95,0.94,0.96
137493,0.98,0.96,0.97,0.96,0.98,0.84,0.96,0.98,0.98,0.96,0.95,0.97,0.98,0.99,0.76,0.92,0.98,0.98,0.96,0.97,0.97,0.97
138691,0.99,0.98,0.98,0.98,0.98,0.97,0.97,0.98,0.99,0.97,0.98,0.98,0.98,0.98,0.98,0.9,0.98,0.98,0.92,0.97,0.97,0.97
139097,0.96,0.97,0.97,0.97,0.97,0.98,0.97,0.96,0.96,0.98,0.96,0.98,0.97,1,0.97,0.96,0.98,0.97,0.69,0.97,0.96,0.99
139146,0.96,0.96,0.96,0.98,0.9,0.92,0.88,0.97,0.98,0.92,0.97,0.97,0.94,0.97,0.98,0.9,0.99,0.95,0.67,0.98,0.99,0.96
139412,0.98,0.99,0.99,1,0.98,0.99,0.99,1,0.99,1,0.98,1,0.99,0.99,0.99,0.98,0.99,0.99,0.77,0.99,0.99,0.99
139473,0.98,0.98,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.99,0.98,0.97,0.98,0.98,0.78,0.98,0.98,0.98
139802,0.98,0.96,0.96,0.95,0.75,0.96,0.94,0.97,0.97,0.95,0.96,0.97,0.95,0.94,0.96,0.96,0.96,0.96,0.95,0.97,0.97,0.97
139889,0.96,0.97,0.98,0.98,0.96,0.96,0.98,0.95,0.98,0.97,0.97,0.98,0.96,0.98,0.97,0.96,0.96,0.97,0.72,0.97,0.96,0.97
140116,0.97,0.97,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.96,0.99,0.97,0.99,0.98,0.97,0.98,0.97,0.77,0.98,0.98,0.98
140123,0.92,0.89,0.91,0.91,0.88,0.88,0.92,0.92,0.91,0.9,0.94,0.87,0.89,0.91,0.9,0.87,0.91,0.89,0.63,0.92,0.88,0.9
140198,0.98,0.93,0.94,0.97,0.92,0.94,0.88,0.99,0.94,0.94,0.96,0.97,0.96,0.96,0.94,0.71,0.96,0.95,0.89,0.96,0.93,0.95
140344,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.99,0.99,0.97,0.98,0.97,0.98,0.98,0.72,0.95,0.97,0.97
140659,0.98,0.96,0.98,0.97,0.98,0.98,0.98,0.97,0.98,0.98,0.97,0.98,0.99,0.99,0.98,0.98,0.98,0.98,0.74,0.98,0.98,0.97
140695,0.96,0.83,0.84,0.9,0.96,0.96,0.94,0.95,0.96,0.95,0.46,0.93,0.95,0.96,0.94,0.96,0.94,0.94,0.79,0.97,0.95,0.95
140730,0.9,0.95,0.96,0.97,0.96,0.94,0.96,0.94,0.78,0.96,0.97,0.96,0.93,0.98,0.96,0.95,0.81,0.93,0.98,0.97,0.98,0.96
141388,0.9,0.94,0.94,0.91,0.94,0.94,0.93,0.91,0.96,0.94,0.95,0.95,0.94,0.97,0.94,0.92,0.93,0.96,0.65,0.92,0.96,0.95
142021,0.99,0.99,0.99,0.97,1,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.77,0.99,0.99,0.99
142364,0.98,0.99,1,0.99,0.99,0.99,0.99,1,1,1,1,0.98,0.98,1,1,0.99,0.99,0.99,0.66,0.99,0.99,0.99
142473,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.99,0.99,0.98,0.98,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.74,0.99,1,0.99
142595,0.96,0.97,0.95,0.95,0.96,0.97,0.96,0.95,0.95,0.96,0.95,0.96,0.97,0.97,0.96,0.96,0.94,0.97,0.62,0.96,0.93,0.94
147086,0.06,0.05,0.07,0.11,0.26,0.06,0.05,0.1,0.07,0.08,0.07,0.05,0.13,0.05,0.06,0.06,0.05,0.08,0.05,0.07,0.05,0.08
147172,0.04,0.03,0.02,0.04,0.03,0.04,0.04,0.06,0.03,0.12,0.06,0.04,0.03,0.04,0.04,0.03,0.04,0.05,0.47,0.05,0.05,0.05
152196,0.06,0.04,0.05,0.09,0.08,0.06,0.08,0.55,0.07,0.04,0.05,0.05,0.12,0.1,0.06,0.04,0.06,0.07,0.04,0.07,0.05,0.06
162470,0.18,0.24,0.11,0.15,0.15,0.2,0.34,0.1,0.11,0.16,0.12,0.25,0.09,0.03,0.11,0.14,0.08,0.11,0.5,0.07,0.12,0.07
176862,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.5,0.04,0.03,0.02,0.03,0.03,0.01,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0.03
178992,0.04,0.07,0.04,0.04,0.04,0.09,0.1,0.03,0.03,0.14,0.04,0.05,0.03,0.04,0.03,0.04,0.03,0.03,0.4,0.14,0.02,0.02
179015,0.02,0.01,0.01,0.05,0.03,0.02,0.01,0.02,0.02,0.03,0.03,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.36,0.16,0.02,0.02
181670,0.04,0.03,0.03,0.02,0.04,0.03,0.04,0.04,0.04,0.02,0.02,0.03,0.03,0,0.02,0.02,0.04,0.03,0.54,0.03,0.03,0.02
186124,0.03,0.03,0.01,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.04,0.03,0.02,0.02,0.32,0.03,0.05,0.03
190110,0.09,0.1,0.1,0.05,0.07,0.08,0.12,0.84,0.12,0.1,0.09,0.08,0.07,0.19,0.11,0.11,0.07,0.1,0.12,0.13,0.15,0.11
198687,0.06,0.03,0.02,0.04,0.04,0.03,0.03,0.35,0.02,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.02,0.03
199655,0.03,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.01,0.41,0.01,0.02,0.01
218801,0.05,0.05,0.01,0.04,0.05,0.03,0.03,0.58,0.08,0.02,0.01,0.13,0.06,0.02,0.04,0.01,0.11,0.04,0.02,0.12,0.03,0.03
224083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.58,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01
231623,0.08,0.05,0.03,0.03,0.03,0.04,0.04,0.02,0.02,0.02,0.07,0.04,0.03,0.03,0.04,0.04,0.03,0.05,0.34,0.05,0.04,0.06
238778,0.03,0.02,0.02,0.03,0.03,0.04,0.02,0.02,0.03,0.05,0.01,0.02,0.02,0.02,0.02,0.04,0.02,0.02,0.35,0.02,0.03,0.04
242560,0.02,0.02,0.03,0.02,0.02,0.01,0.03,0.19,0.02,0.01,0.01,0.01,0.03,0.03,0.01,0.02,0.01,0.03,0,0.01,0.02,0.01
242677,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.42,0.02,0.01,0.02,0.02,0.03,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02
250847,0.03,0.01,0.02,0.04,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.37,0.01,0.01,0.01
251176,0.04,0.03,0.03,0.04,0.06,0.04,0.04,0.5,0.03,0.03,0.03,0.02,0.06,0.02,0.02,0.07,0.05,0.03,0.08,0.03,0.03,0.02
253306,0.03,0.06,0.02,0.02,0.03,0.03,0.03,0.09,0.02,0.02,0.06,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.35,0.02,0,0.01
254827,0.06,0.08,0.06,0.03,0.04,0.06,0.23,0.04,0.02,0.04,0.03,0.07,0.04,0.03,0.04,0.05,0.02,0.04,0.41,0.05,0.02,0.07
267139,0.04,0.04,0.03,0.05,0.04,0.05,0.03,0.05,0.03,0.04,0.05,0.03,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.03,0.04,0.04
276362,0.06,0.5,0.05,0.04,0.06,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.09,0.04,0.04,0.06,0.09,0.06,0.13,0.05,0.05,0.08
276720,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.37,0.02,0.01,0,0.02,0.01,0.01,0,0.01,0.02,0.01,0.01,0,0.01,0.01
286075,0.03,0.61,0.05,0.04,0.04,0.04,0.04,0.02,0.04,0.18,0.03,0.03,0.04,0.02,0.04,0.04,0.03,0.03,0.05,0.03,0.04,0.05
294413,0.05,0.03,0.04,0.05,0.1,0.05,0.04,0.62,0.06,0.04,0.02,0.02,0.11,0.05,0.04,0.03,0.06,0.04,0.05,0.04,0.03,0.03
300933,0.11,0.53,0.12,0.13,0.16,0.14,0.08,0.18,0.15,0.1,0.09,0.54,0.15,0.08,0.1,0.1,0.13,0.15,0.12,0.1,0.15,0.14
302735,0.11,0.32,0.06,0.04,0.14,0.14,0.5,0.13,0.03,0.15,0.06,0.07,0.07,0.05,0.06,0.14,0.04,0.09,0.15,0.7,0.08,0.11
304892,0.03,0.06,0.02,0.02,0.03,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0.02,0.42,0.02,0.03,0.02
309873,0.04,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.43,0.02,0.02,0.03
315835,0.01,0.24,0.02,0.02,0.03,0.02,0.01,0.02,0.04,0.01,0.04,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0.02,0.01
320017,0.06,0.04,0.05,0.07,0.11,0.08,0.04,0.06,0.06,0.06,0.05,0.08,0.08,0.03,0.07,0.05,0.1,0.09,0.54,0.09,0.03,0.06
328895,0.08,0.05,0.04,0.08,0.04,0.03,0.03,0.06,0.04,0.06,0.07,0.13,0.03,0.06,0.11,0.07,0.04,0.04,0.48,0.06,0.07,0.05
346555,0.01,0,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.01,0.02,0.01
359056,0.17,0.12,0.1,0.11,0.12,0.14,0.07,0.22,0.21,0.1,0.08,0.1,0.14,0.14,0.16,0.14,0.36,0.14,0.1,0.06,0.04,0.09
361430,0.06,0.04,0.05,0.04,0.04,0.04,0.04,0.46,0.05,0.06,0.02,0.06,0.03,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.03,0.04
370059,0.04,0.01,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.04,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.04,0.29,0.04,0.03,0.03
383333,0.03,0.1,0.01,0.02,0.02,0.12,0.36,0.02,0.01,0.08,0.02,0.15,0.01,0,0,0.01,0.01,0.01,0.35,0.05,0,0.01
385606,0.22,0.18,0.13,0.13,0.16,0.15,0.14,0.12,0.12,0.15,0.14,0.15,0.09,0.09,0.12,0.12,0.06,0.17,0.43,0.1,0.15,0.13
389766,0.01,0.01,0.02,0.01,0.07,0.02,0.01,0.61,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.02
391044,0.02,0.01,0.01,0.04,0.02,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.35,0.03,0.01,0.02
395569,0.04,0.02,0.02,0.04,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01
396558,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.47,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0.08,0.02,0.02
403993,0.08,0.14,0.07,0.07,0.1,0.1,0.06,0.05,0.03,0.04,0.09,0.1,0.08,0.16,0.08,0.07,0.06,0.1,0.08,0.09,0.11,0.08
408065,0.05,0.03,0.02,0.02,0.04,0.03,0.01,0.08,0.06,0.03,0.01,0.02,0.05,0.03,0.12,0.06,0.08,0.03,0.37,0.05,0.02,0.04
411848,0.04,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.06,0.02,0.01,0.04,0.03,0.04,0.09,0.46,0.04,0.02,0.03
417810,0.02,0.01,0.01,0.02,0.01,0.04,0.23,0.02,0.01,0.12,0.01,0,0.01,0.01,0.02,0.02,0.01,0.03,0.18,0.01,0.02,0.02
429772,0.26,0.29,0.14,0.15,0.14,0.17,0.12,0.18,0.28,0.12,0.09,0.14,0.22,0.16,0.2,0.17,0.35,0.18,0.11,0.48,0.13,0.22
436800,0.03,0.02,0.01,0.03,0.02,0.01,0.03,0.04,0.01,0.02,0.14,0.02,0.01,0.02,0.02,0.02,0.02,0.03,0.33,0.02,0.11,0.05
440577,0.04,0.02,0.03,0.02,0.03,0.04,0.03,0.56,0.06,0.02,0.02,0.13,0.04,0.03,0.04,0.03,0.09,0.05,0.24,0.02,0.02,0.05
448792,0.09,0.13,0.1,0.11,0.14,0.12,0.1,0.17,0.11,0.11,0.12,0.11,0.13,0.07,0.12,0.11,0.13,0.12,0.13,0.11,0.1,0.14
452742,0.04,0.03,0.03,0.08,0.03,0.03,0.02,0.47,0.02,0.03,0.01,0.03,0.03,0.01,0.03,0.03,0.03,0.02,0.06,0.02,0.03,0.02
462187,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.04,0.04,0.02,0.05,0.02,0.02,0.01,0.04,0.03,0.03,0.02,0.02
